ID,Severity,Start_Time,Start_Lat,Start_Lng,City,State,Weather_Condition,Temperature(F),Visibility(mi),Junction,Traffic_Signal,Hour,Day_of_Week
A-215,2,2016-02-16 09:13:17,41.44134,-81.65055,Cleveland,OH,Light Snow,32.0,1.0,False,False,9,Tuesday
A-216,2,2016-02-16 09:18:13,38.61531,-80.76034,Sutton,WV,Light Snow,33.0,0.75,False,False,9,Tuesday
A-217,4,2016-02-16 09:32:26,41.124052,-80.677589,Youngstown,OH,Light Snow,30.0,1.5,False,False,9,Tuesday
A-218,2,2016-02-16 09:41:14,39.95085,-82.94428,Columbus,OH,Overcast,32.0,5.0,False,False,9,Tuesday
A-219,2,2016-02-16 09:54:12,41.06257,-81.52228000000002,Akron,OH,Light Snow,34.0,1.2,False,False,9,Tuesday
A-220,2,2016-02-16 09:58:03,40.11212,-83.03905999999998,Columbus,OH,Overcast,33.1,2.5,False,False,9,Tuesday
A-221,2,2016-02-16 10:05:57,39.887033,-83.043909,Grove City,OH,Light Snow,32.0,0.8,False,False,10,Tuesday
A-222,2,2016-02-16 10:12:23,40.04916,-83.03336,Columbus,OH,Overcast,32.0,1.8,False,False,10,Tuesday
A-223,2,2016-02-16 11:46:40,41.12906,-85.1612,Fort Wayne,IN,Light Freezing Drizzle,28.9,8.0,False,False,11,Tuesday
A-224,2,2016-02-16 11:46:40,41.17798,-85.10323000000002,Fort Wayne,IN,Haze,30.2,5.0,False,False,11,Tuesday
A-225,2,2016-02-16 12:08:17,38.08783,-83.90263,Mount Sterling,KY,Overcast,33.8,5.0,False,False,12,Tuesday
A-226,2,2016-02-16 12:18:42,41.63316,-83.54203000000003,Toledo,OH,Haze,30.9,5.0,False,False,12,Tuesday
A-227,2,2016-02-16 12:40:34,39.149639,-84.539381,Cincinnati,OH,Overcast,36.0,10.0,False,False,12,Tuesday
A-228,4,2016-02-16 13:47:40,40.9605,-85.3528,Roanoke,IN,Overcast,30.0,10.0,False,False,13,Tuesday
A-229,4,2016-02-16 13:47:40,40.96051,-85.34522,Roanoke,IN,Overcast,30.0,10.0,False,False,13,Tuesday
A-230,2,2016-02-16 14:36:56,41.08204,-80.64846999999997,Youngstown,OH,Overcast,30.9,3.0,True,False,14,Tuesday
A-231,2,2016-02-16 14:38:16,41.61791,-83.54106999999998,Northwood,OH,Overcast,32.0,9.0,False,False,14,Tuesday
A-232,2,2016-02-16 15:26:16,38.41592,-82.3465,Huntington,WV,Overcast,36.0,10.0,True,False,15,Tuesday
A-233,2,2016-02-16 15:46:00,41.67571,-83.69385,Toledo,OH,Overcast,30.2,10.0,False,False,15,Tuesday
A-234,2,2016-02-16 16:25:43,39.08272,-84.52264,Covington,KY,Scattered Clouds,37.9,10.0,False,False,16,Tuesday
A-235,2,2016-02-16 16:42:32,39.280947,-80.278075,Bridgeport,WV,Overcast,34.0,4.0,False,True,16,Tuesday
A-236,2,2016-02-16 16:43:51,38.36387,-81.73867,Dunbar,WV,Overcast,36.0,10.0,False,False,16,Tuesday
A-237,2,2016-02-16 16:47:47,40.0187,-82.90465999999998,Columbus,OH,Overcast,32.0,7.0,False,False,16,Tuesday
A-238,3,2016-02-16 17:45:19,41.53757,-81.64083000000002,Cleveland,OH,Overcast,30.9,6.0,False,False,17,Tuesday
A-239,3,2016-02-16 18:13:50,41.16522,-81.47454,Stow,OH,Overcast,32.0,8.0,False,False,18,Tuesday
A-240,4,2016-02-16 18:13:50,39.52352,-82.02360999999998,Glouster,OH,Overcast,32.4,7.0,False,False,18,Tuesday
A-241,4,2016-02-16 18:13:50,39.517216,-82.025802,Glouster,OH,Overcast,32.4,7.0,False,False,18,Tuesday
A-242,4,2016-02-17 00:52:54,40.322818,-83.071034,Delaware,OH,Overcast,28.4,10.0,False,False,0,Wednesday
A-243,4,2016-02-17 01:46:49,41.73565,-84.99082,Fremont,IN,Overcast,28.4,6.0,False,False,1,Wednesday
A-244,4,2016-02-17 04:16:32,39.14648,-84.45455,Cincinnati,OH,Overcast,28.0,5.0,False,False,4,Wednesday
A-245,3,2016-02-17 07:17:47,39.82122,-85.76482,Greenfield,IN,Overcast,30.2,7.0,False,False,7,Wednesday
A-246,2,2016-02-17 07:22:54,41.11889,-81.65406999999998,Akron,OH,Overcast,28.0,7.0,False,False,7,Wednesday
A-247,4,2016-02-17 07:57:01,40.121557,-83.151457,Dublin,OH,Overcast,30.0,3.0,False,False,7,Wednesday
A-248,4,2016-02-17 07:57:01,40.11017,-83.15876999999998,Dublin,OH,Overcast,30.0,3.0,False,False,7,Wednesday
A-249,2,2016-02-17 08:08:41,41.57777,-81.54987,Cleveland,OH,Light Snow,28.4,3.0,False,False,8,Wednesday
A-250,3,2016-02-17 08:15:04,40.121557,-83.151457,Dublin,OH,Overcast,30.0,3.0,False,False,8,Wednesday
A-251,3,2016-02-17 08:15:04,40.11017,-83.15876999999998,Dublin,OH,Overcast,30.0,3.0,False,False,8,Wednesday
A-252,2,2016-02-17 08:13:48,41.04592,-81.69463,Wadsworth,OH,Haze,28.0,6.0,True,False,8,Wednesday
A-253,2,2016-02-17 08:36:21,41.42099,-81.69051999999998,Cleveland,OH,Light Snow,30.9,4.0,False,False,8,Wednesday
A-254,2,2016-02-17 08:57:59,39.27486,-84.346,Cincinnati,OH,Overcast,32.0,4.0,False,False,8,Wednesday
A-255,2,2016-02-17 09:27:49,39.28266,-84.56742,Cincinnati,OH,Overcast,33.1,5.0,False,False,9,Wednesday
A-256,2,2016-02-17 10:27:18,39.9467,-82.22232,Heath,OH,Haze,32.0,4.0,False,False,10,Wednesday
A-257,2,2016-02-17 10:45:25,39.17397,-84.49031,Cincinnati,OH,Overcast,34.0,9.0,False,False,10,Wednesday
A-258,3,2016-02-17 10:54:38,39.17736,-84.4873,Cincinnati,OH,Overcast,34.0,9.0,False,False,10,Wednesday
A-259,2,2016-02-17 11:51:00,39.9467,-82.22232,Heath,OH,Haze,34.0,5.0,False,False,11,Wednesday
A-260,2,2016-02-17 12:47:59,39.9467,-82.22232,Heath,OH,Mostly Cloudy,36.0,10.0,False,False,12,Wednesday
A-261,2,2016-02-17 13:21:42,41.68518,-83.5678,Toledo,OH,Mostly Cloudy,32.4,10.0,False,False,13,Wednesday
A-262,2,2016-02-17 16:20:05,41.66572,-83.5652,Toledo,OH,Mostly Cloudy,32.7,10.0,False,False,16,Wednesday
A-263,2,2016-02-17 16:56:42,39.27125,-84.35176,Cincinnati,OH,Overcast,36.0,10.0,False,False,16,Wednesday
A-264,2,2016-02-17 17:04:42,41.47395,-81.69931,Cleveland,OH,Light Snow,28.9,9.0,False,False,17,Wednesday
A-265,4,2016-02-18 04:10:19,39.98505,-80.74006,Shadyside,OH,Overcast,24.1,10.0,False,False,4,Thursday
A-266,4,2016-02-18 04:10:19,39.95813,-80.76219,Shadyside,OH,Overcast,24.1,10.0,False,False,4,Thursday
A-267,2,2016-02-18 04:59:56,41.56544,-81.5835,Cleveland,OH,Clear,12.2,10.0,False,False,4,Thursday
A-268,2,2016-02-18 05:02:29,38.32587,-83.11389,Olive Hill,KY,Overcast,32.0,7.0,True,False,5,Thursday
A-269,2,2016-02-18 06:58:01,38.25869,-85.7622,Louisville,KY,Clear,25.0,5.0,False,False,6,Thursday
A-270,2,2016-02-18 06:58:01,38.29322,-85.654625,Louisville,KY,Clear,25.0,5.0,False,False,6,Thursday
A-271,2,2016-02-18 07:05:38,39.78609,-83.24606999999997,Orient,OH,Overcast,24.8,7.0,False,False,7,Thursday
A-272,2,2016-02-18 07:05:38,41.53968,-81.62795,Cleveland,OH,Clear,19.0,10.0,False,False,7,Thursday
A-273,2,2016-02-18 07:16:59,39.08927,-84.5227,Covington,KY,Overcast,28.0,10.0,False,False,7,Thursday
A-274,3,2016-02-18 07:18:16,38.25922,-85.76632,Louisville,KY,Partly Cloudy,27.0,2.5,False,False,7,Thursday
A-275,3,2016-02-18 07:24:49,41.55264,-81.60032,Cleveland,OH,Clear,18.0,10.0,False,False,7,Thursday
A-276,2,2016-02-18 08:02:46,39.02187,-84.50492,Latonia,KY,Overcast,28.0,5.0,False,False,8,Thursday
A-277,2,2016-02-18 08:13:46,41.06755,-81.57421,Akron,OH,Clear,8.1,3.0,True,False,8,Thursday
A-278,2,2016-02-18 08:10:12,40.49223,-80.01029,Pittsburgh,PA,Clear,18.0,10.0,False,False,8,Thursday
A-279,3,2016-02-18 08:32:39,41.48836,-81.66471,Cleveland,OH,Clear,19.9,10.0,False,False,8,Thursday
A-280,4,2016-02-18 08:32:39,39.95085,-82.94428,Columbus,OH,Scattered Clouds,28.0,7.0,False,False,8,Thursday
A-281,2,2016-02-18 08:32:39,41.42063,-81.80859,Cleveland,OH,Clear,16.0,10.0,False,False,8,Thursday
A-282,2,2016-02-18 08:37:45,41.06755,-81.57421,Akron,OH,Clear,10.9,6.0,True,False,8,Thursday
A-283,2,2016-02-18 08:45:20,40.82949,-81.39732,Canton,OH,Clear,17.1,8.0,False,False,8,Thursday
A-284,3,2016-02-18 08:49:18,41.40091,-81.81724,Brookpark,OH,Clear,16.0,10.0,False,False,8,Thursday
A-285,2,2016-02-18 08:55:31,41.13355,-85.13584,Fort Wayne,IN,Clear,24.8,10.0,False,False,8,Thursday
A-286,2,2016-02-18 09:05:40,38.870386,-84.624429,Walton,KY,Mostly Cloudy,30.0,5.0,False,False,9,Thursday
A-287,2,2016-02-18 09:33:40,41.47974,-81.6667,Cleveland,OH,Clear,24.1,10.0,False,False,9,Thursday
A-288,2,2016-02-18 09:47:43,40.30095,-80.16651999999998,Canonsburg,PA,Clear,24.8,10.0,False,False,9,Thursday
A-289,3,2016-02-18 10:26:34,39.11543,-84.50003000000002,Cincinnati,OH,Clear,37.0,10.0,False,False,10,Thursday
A-290,2,2016-02-18 10:38:15,41.1419,-81.47694,Cuyahoga Falls,OH,Clear,23.0,10.0,False,False,10,Thursday
A-291,2,2016-02-18 10:49:43,39.14917,-84.44711,Cincinnati,OH,Clear,37.0,10.0,False,False,10,Thursday
A-292,2,2016-02-18 10:57:30,39.81979000000001,-84.18908,Dayton,OH,Mostly Cloudy,36.0,8.0,False,False,10,Thursday
A-293,3,2016-02-18 11:02:38,39.84509,-84.1899,Dayton,OH,Mostly Cloudy,36.0,8.0,False,False,11,Thursday
A-294,2,2016-02-18 12:43:20,41.47461,-81.71181999999997,Cleveland,OH,Clear,28.9,10.0,False,False,12,Thursday
A-295,2,2016-02-18 15:21:14,39.17304,-84.47589,Cincinnati,OH,Clear,43.0,10.0,True,False,15,Thursday
A-296,2,2016-02-18 18:27:23,39.1021,-84.49754,Cincinnati,OH,Clear,39.9,10.0,False,False,18,Thursday
A-297,2,2016-02-18 19:06:41,41.49873,-81.67260999999998,Cleveland,OH,Clear,30.9,10.0,False,False,19,Thursday
A-298,2,2016-02-18 22:34:44,39.12627,-84.53509,Cincinnati,OH,Clear,39.9,10.0,True,False,22,Thursday
A-299,4,2016-02-19 03:08:50,41.47394600000001,-81.699011,Cleveland,OH,Overcast,33.1,10.0,False,False,3,Friday
A-300,2,2016-02-19 05:31:23,39.9745,-83.09654,Columbus,OH,Clear,35.1,10.0,False,False,5,Friday
A-301,2,2016-02-19 06:37:48,39.85911,-84.2808,Englewood,OH,Mostly Cloudy,43.0,10.0,False,False,6,Friday
A-302,3,2016-02-19 07:09:38,39.24943,-84.36541,Cincinnati,OH,Clear,42.1,10.0,False,False,7,Friday
A-303,2,2016-02-19 07:38:03,38.31179,-85.58773000000002,Louisville,KY,Clear,51.1,10.0,False,False,7,Friday
A-304,2,2016-02-19 07:38:03,39.27486,-84.346,Cincinnati,OH,Overcast,46.9,10.0,False,False,7,Friday
A-305,2,2016-02-19 08:17:41,39.29287,-84.31981,Cincinnati,OH,Overcast,46.9,10.0,False,False,8,Friday
A-306,2,2016-02-19 08:44:19,39.15267,-84.5395,Cincinnati,OH,Mostly Cloudy,48.0,10.0,False,False,8,Friday
A-307,2,2016-02-19 09:00:47,41.4675,-81.49014,Beachwood,OH,Overcast,37.4,10.0,False,False,9,Friday
A-308,3,2016-02-19 09:02:04,39.26661,-84.35605,Cincinnati,OH,Mostly Cloudy,48.0,10.0,False,False,9,Friday
A-309,3,2016-02-19 10:09:15,39.27125,-84.35176,Cincinnati,OH,Mostly Cloudy,53.1,10.0,False,False,10,Friday
A-310,3,2016-02-19 11:32:06,38.20674,-85.74846,Louisville,KY,Mostly Cloudy,64.0,10.0,False,False,11,Friday
A-311,2,2016-02-19 11:32:06,40.13804,-82.97112,Columbus,OH,Partly Cloudy,50.0,10.0,True,False,11,Friday
A-312,3,2016-02-19 11:37:18,41.47965,-81.66758,Cleveland,OH,Partly Cloudy,48.9,10.0,False,False,11,Friday
A-313,2,2016-02-19 12:08:46,39.08887,-84.52271,Covington,KY,Clear,61.0,10.0,False,False,12,Friday
A-314,2,2016-02-19 12:21:43,41.6882,-83.64064,Toledo,OH,Overcast,53.6,10.0,False,False,12,Friday
A-315,2,2016-02-19 13:43:55,40.06527,-82.99591,Columbus,OH,Clear,57.0,10.0,True,False,13,Friday
A-316,2,2016-02-19 14:12:42,39.86536,-84.05238,Dayton,OH,Overcast,61.7,10.0,False,False,14,Friday
A-317,2,2016-02-19 14:35:59,38.420223,-82.293065,Huntington,WV,Clear,64.0,10.0,False,False,14,Friday
A-318,2,2016-02-19 14:58:17,41.47414000000001,-81.69893,Cleveland,OH,Overcast,54.0,10.0,False,False,14,Friday
A-319,2,2016-02-19 14:58:17,41.47542,-81.68721,Cleveland,OH,Overcast,54.0,10.0,False,False,14,Friday
A-320,2,2016-02-19 15:28:40,40.07297,-83.1347,Dublin,OH,Mostly Cloudy,60.1,10.0,False,False,15,Friday
A-321,2,2016-02-19 15:46:39,40.05609000000001,-80.679211,Wheeling,WV,Overcast,60.1,10.0,False,False,15,Friday
A-322,2,2016-02-19 16:01:01,38.19105,-85.71902,Louisville,KY,Overcast,64.9,10.0,False,False,16,Friday
A-323,2,2016-02-19 16:03:40,38.25454000000001,-85.71969,Louisville,KY,Overcast,64.9,10.0,False,False,16,Friday
A-324,2,2016-02-19 16:06:14,39.171694,-84.494399,Cincinnati,OH,Scattered Clouds,64.9,10.0,False,False,16,Friday
A-325,2,2016-02-19 16:04:58,41.06239,-81.52229,Akron,OH,Overcast,52.0,10.0,False,False,16,Friday
A-326,2,2016-02-19 16:12:42,39.259254,-84.440978,Cincinnati,OH,Clear,66.9,10.0,False,False,16,Friday
A-327,2,2016-02-19 16:34:40,39.905178,-82.895471,Columbus,OH,Overcast,57.9,10.0,False,False,16,Friday
A-328,4,2016-02-19 16:31:59,40.0988,-83.13331,Dublin,OH,Clear,60.1,10.0,False,False,16,Friday
A-329,2,2016-02-19 16:51:57,41.33991,-81.81739,Strongsville,OH,Overcast,54.0,10.0,False,False,16,Friday
A-330,2,2016-02-19 17:52:57,40.0999,-82.92089,Westerville,OH,Mostly Cloudy,57.9,10.0,False,False,17,Friday
A-331,2,2016-02-19 18:21:08,39.4728,-80.11963,Fairmont,WV,Overcast,57.0,10.0,False,False,18,Friday
A-332,4,2016-02-19 18:32:58,41.46631,-81.77065999999998,Cleveland,OH,Partly Cloudy,54.0,10.0,False,False,18,Friday
A-333,2,2016-02-19 19:28:39,38.34109,-81.70017,Charleston,WV,Overcast,63.0,10.0,False,False,19,Friday
A-334,4,2016-02-19 19:32:33,41.160072,-85.232647,Fort Wayne,IN,Mostly Cloudy,55.9,10.0,False,False,19,Friday
A-335,4,2016-02-19 19:32:32,41.163626,-85.24482900000002,Fort Wayne,IN,Mostly Cloudy,55.9,10.0,False,False,19,Friday
A-336,2,2016-02-19 20:16:00,39.14014,-84.53495,Cincinnati,OH,Clear,60.1,10.0,False,False,20,Friday
A-337,4,2016-02-19 20:26:07,40.94537,-81.15473,Alliance,OH,Mostly Cloudy,50.0,10.0,False,False,20,Friday
A-338,4,2016-02-19 20:23:49,41.68591,-83.911307,Metamora,OH,Overcast,55.9,10.0,False,False,20,Friday
A-339,4,2016-02-19 20:23:49,41.704523,-83.9136,Metamora,OH,Overcast,55.9,10.0,False,False,20,Friday
A-340,4,2016-02-19 20:26:07,40.945772,-81.17219399999998,Alliance,OH,Mostly Cloudy,50.0,10.0,False,True,20,Friday
A-341,4,2016-02-20 08:49:24,38.82445,-82.98299,Portsmouth,OH,Clear,54.0,10.0,False,False,8,Saturday
A-342,4,2016-02-20 08:49:24,38.84111,-82.98432,Lucasville,OH,Clear,54.0,10.0,False,False,8,Saturday
A-343,2,2016-02-20 12:52:32,39.00079,-84.42043000000002,Newport,KY,Clear,69.1,10.0,False,True,12,Saturday
A-344,4,2016-02-20 14:11:27,39.96071,-85.35383,New Castle,IN,Clear,68.0,10.0,False,False,14,Saturday
A-345,3,2016-02-21 04:12:45,39.2675,-81.49929,Parkersburg,WV,Overcast,57.0,10.0,False,False,4,Sunday
A-346,4,2016-02-21 06:39:41,40.27317,-85.5577,Gaston,IN,Clear,37.0,10.0,False,False,6,Sunday
A-347,4,2016-02-21 06:39:41,40.42667,-85.54968000000002,Fairmount,IN,Clear,34.9,10.0,False,False,6,Sunday
A-348,3,2016-02-21 09:27:15,38.130782,-81.388878,Hansford,WV,Rain,52.0,1.0,False,False,9,Sunday
A-349,2,2016-02-21 09:51:39,38.545195,-85.778613,Henryville,IN,Rain,57.0,2.0,False,False,9,Sunday
A-350,2,2016-02-21 12:30:41,38.362427,-81.714434,South Charleston,WV,Light Rain,54.0,7.0,False,False,12,Sunday
A-351,3,2016-02-21 21:06:59,38.39115,-81.58664,Charleston,WV,Light Rain,51.1,8.0,False,False,21,Sunday
A-352,4,2016-02-22 02:45:47,40.08978,-82.98725999999998,Columbus,OH,Overcast,32.0,10.0,False,False,2,Monday
A-353,3,2016-02-22 02:57:01,40.0122,-82.99188000000002,Columbus,OH,Clear,30.0,10.0,False,False,2,Monday
A-354,2,2016-02-22 06:12:58,41.68918,-83.53681999999998,Toledo,OH,Mostly Cloudy,26.2,10.0,False,False,6,Monday
A-355,2,2016-02-22 07:26:37,39.3781,-84.365,Middletown,OH,Clear,34.2,10.0,False,False,7,Monday
A-356,3,2016-02-22 08:00:43,39.11919,-84.53539,Cincinnati,OH,Clear,32.0,10.0,False,False,8,Monday
A-357,4,2016-02-22 07:56:54,39.05029,-83.77673,Sardinia,OH,Clear,32.2,10.0,False,False,7,Monday
A-358,4,2016-02-22 07:56:54,39.04827,-83.77199,Sardinia,OH,Clear,32.2,10.0,False,False,7,Monday
A-359,2,2016-02-22 08:42:31,40.0717,-82.90821,Columbus,OH,Scattered Clouds,35.1,10.0,False,False,8,Monday
A-360,2,2016-02-22 08:41:15,39.09655,-84.48312,Newport,KY,Clear,35.1,10.0,False,False,8,Monday
A-361,2,2016-02-22 09:29:41,40.43077,-80.02638,Pittsburgh,PA,Clear,39.0,10.0,False,False,9,Monday
A-362,4,2016-02-22 09:32:16,41.443708,-85.19285,Corunna,IN,Overcast,33.8,7.0,False,False,9,Monday
A-363,4,2016-02-22 09:32:16,41.438119,-85.15969399999999,Corunna,IN,Overcast,33.8,7.0,False,False,9,Monday
A-364,2,2016-02-22 12:04:05,41.46747,-81.75909,Cleveland,OH,Partly Cloudy,39.0,10.0,False,False,12,Monday
A-365,4,2016-02-22 14:44:18,39.044435,-84.465864,Newport,KY,Clear,48.9,10.0,False,False,14,Monday
A-366,4,2016-02-22 16:27:27,39.22461,-84.45364000000002,Cincinnati,OH,Clear,48.9,10.0,False,False,16,Monday
A-367,4,2016-02-22 16:40:27,41.104217,-81.499987,Akron,OH,Clear,46.0,10.0,False,False,16,Monday
A-368,4,2016-02-22 16:39:09,41.1003,-81.4999,Akron,OH,Clear,46.0,10.0,False,False,16,Monday
A-369,3,2016-02-22 17:24:07,39.1021,-84.49754,Cincinnati,OH,Clear,46.9,10.0,False,False,17,Monday
A-370,2,2016-02-22 17:24:07,41.46375,-81.69353000000002,Cleveland,OH,Clear,33.1,10.0,False,False,17,Monday
A-371,3,2016-02-22 19:35:52,41.52134,-83.45642,Perrysburg,OH,Clear,30.0,10.0,False,False,19,Monday
A-372,3,2016-02-22 19:35:52,41.52549000000001,-83.46344,Perrysburg,OH,Clear,30.0,10.0,False,False,19,Monday
A-373,2,2016-02-22 21:02:39,41.43166,-81.68160999999998,Cleveland,OH,Clear,30.9,10.0,False,False,21,Monday
A-374,3,2016-02-22 21:39:41,38.22363,-85.50532,Louisville,KY,Clear,46.0,10.0,True,False,21,Monday
A-375,4,2016-02-22 21:44:41,40.85466,-81.41646999999998,Canton,OH,Partly Cloudy,30.9,10.0,True,False,21,Monday
A-376,3,2016-02-22 22:33:49,38.22272,-85.50111,Louisville,KY,Clear,44.1,10.0,False,False,22,Monday
A-377,2,2016-02-23 01:09:12,39.12424,-84.53501,Cincinnati,OH,Clear,36.0,10.0,False,False,1,Tuesday
A-378,2,2016-02-23 03:12:38,39.09858,-84.51974,Cincinnati,OH,Clear,34.0,10.0,False,False,3,Tuesday
A-379,2,2016-02-23 05:15:04,39.63551,-84.19519,Dayton,OH,Clear,30.0,10.0,False,False,5,Tuesday
A-380,2,2016-02-23 07:20:37,40.39715,-80.10368000000003,Carnegie,PA,Overcast,39.9,10.0,False,False,7,Tuesday
A-381,3,2016-02-23 07:20:37,41.56709,-81.57816,Cleveland,OH,Clear,28.4,20.0,False,False,7,Tuesday
A-382,4,2016-02-23 07:39:43,41.18225,-84.94275999999998,New Haven,IN,Partly Cloudy,26.1,10.0,False,False,7,Tuesday
A-383,2,2016-02-23 08:11:54,39.10148,-84.52341,Cincinnati,OH,Clear,30.9,10.0,True,False,8,Tuesday
A-384,2,2016-02-23 08:15:48,41.55245,-83.60061999999998,Perrysburg,OH,Clear,30.0,10.0,False,False,8,Tuesday
A-385,2,2016-02-23 08:57:46,38.52006,-81.35221,Clendenin,WV,Mostly Cloudy,46.9,10.0,False,False,8,Tuesday
A-386,4,2016-02-23 10:20:42,41.3513,-83.62276,Bowling Green,OH,Clear,36.0,10.0,False,False,10,Tuesday
A-387,2,2016-02-23 10:20:42,39.25015,-81.30566,Waverly,WV,Partly Cloudy,46.0,10.0,False,False,10,Tuesday
A-388,4,2016-02-23 10:36:22,41.345031,-82.285379,Amherst,OH,Clear,39.0,10.0,False,False,10,Tuesday
A-389,4,2016-02-23 10:36:22,41.351335,-82.26144599999998,Amherst,OH,Clear,39.0,10.0,False,False,10,Tuesday
A-390,3,2016-02-23 11:46:55,38.38457,-81.804429,Saint Albans,WV,Mostly Cloudy,55.9,10.0,False,False,11,Tuesday
A-391,3,2016-02-23 12:06:08,40.41528,-80.01234000000002,Pittsburgh,PA,Overcast,50.0,10.0,False,False,12,Tuesday
A-392,3,2016-02-23 12:28:57,40.03598,-83.12479,Hilliard,OH,Clear,50.0,10.0,False,False,12,Tuesday
A-393,2,2016-02-23 13:43:09,41.03669,-81.50492,Akron,OH,Clear,51.1,10.0,False,False,13,Tuesday
A-394,2,2016-02-23 13:50:19,41.68971,-83.53045999999998,Toledo,OH,Clear,39.2,10.0,False,False,13,Tuesday
A-395,4,2016-02-23 14:28:22,39.587784,-83.723939,Jamestown,OH,Clear,55.9,10.0,False,False,14,Tuesday
A-396,4,2016-02-23 14:28:22,39.626237,-83.73105,Jamestown,OH,Clear,55.9,10.0,False,False,14,Tuesday
A-397,3,2016-02-23 15:37:20,41.06243,-81.49904000000002,Akron,OH,Partly Cloudy,52.0,10.0,False,False,15,Tuesday
A-398,3,2016-02-23 15:59:20,39.97262,-82.98368,Columbus,OH,Scattered Clouds,54.0,10.0,False,False,15,Tuesday
A-399,2,2016-02-23 15:59:20,39.93658,-83.00941999999998,Columbus,OH,Scattered Clouds,55.4,10.0,False,False,15,Tuesday
A-400,3,2016-02-23 16:00:41,41.208579,-82.807829,Bellevue,OH,Unknown,35.1,10.0,False,False,16,Tuesday
A-401,3,2016-02-23 16:31:26,41.4051,-81.8184,Brookpark,OH,Mostly Cloudy,36.0,10.0,False,False,16,Tuesday
A-402,3,2016-02-23 16:47:43,39.29035,-84.39078,Cincinnati,OH,Clear,55.0,10.0,False,False,16,Tuesday
A-403,3,2016-02-23 17:16:53,39.90524,-82.89541,Columbus,OH,Mostly Cloudy,54.0,10.0,False,False,17,Tuesday
A-404,2,2016-02-23 17:32:38,40.04376,-82.99708000000003,Columbus,OH,Overcast,53.1,10.0,False,False,17,Tuesday
A-405,2,2016-02-23 17:53:39,39.98793,-82.98568,Columbus,OH,Overcast,53.1,10.0,False,False,17,Tuesday
A-406,4,2016-02-23 18:04:18,41.874915,-85.409527,Sturgis,MI,Clear,40.1,10.0,False,False,18,Tuesday
A-407,4,2016-02-23 18:04:18,41.890234,-85.409642,Burr Oak,MI,Clear,40.1,10.0,False,False,18,Tuesday
A-408,2,2016-02-23 18:15:11,39.9335,-82.78939,Pickerington,OH,Overcast,52.0,10.0,False,False,18,Tuesday
A-409,2,2016-02-23 18:28:41,40.04916,-83.03336,Columbus,OH,Overcast,51.1,10.0,False,False,18,Tuesday
A-410,3,2016-02-23 18:29:56,39.99493,-82.93332,Columbus,OH,Overcast,52.0,10.0,False,False,18,Tuesday
A-411,3,2016-02-23 21:51:52,39.83727,-83.09326999999998,Grove City,OH,Mostly Cloudy,46.2,10.0,True,False,21,Tuesday
A-412,2,2016-02-24 06:22:11,40.98954000000001,-81.49372,Akron,OH,Rain,39.9,4.0,False,False,6,Wednesday
A-413,3,2016-02-24 06:33:07,38.53844,-85.77702,Henryville,IN,Rain,48.9,10.0,False,False,6,Wednesday
A-414,2,2016-02-24 07:15:37,41.10389,-81.5,Akron,OH,Rain,39.9,4.0,False,False,7,Wednesday
A-415,3,2016-02-24 07:22:49,38.577894,-85.77896,Henryville,IN,Light Rain,52.0,7.0,False,False,7,Wednesday
A-416,2,2016-02-24 07:22:49,41.42099,-81.69051999999998,Cleveland,OH,Rain,34.0,2.5,False,False,7,Wednesday
A-417,3,2016-02-24 07:22:49,38.58054600000001,-85.77866,Henryville,IN,Light Rain,52.0,7.0,False,False,7,Wednesday
A-418,4,2016-02-24 07:36:18,39.833935,-84.061832,Dayton,OH,Rain,41.0,3.0,False,False,7,Wednesday
A-419,2,2016-02-24 07:45:08,38.30344,-85.88893,New Albany,IN,Overcast,52.0,7.0,False,False,7,Wednesday
A-420,4,2016-02-24 07:54:35,39.93654,-83.40048,London,OH,Rain,42.8,5.0,False,False,7,Wednesday
A-421,4,2016-02-24 07:54:35,39.95612,-83.37499,London,OH,Rain,42.8,5.0,False,False,7,Wednesday
A-422,2,2016-02-24 08:00:42,39.17766,-84.39780999999998,Cincinnati,OH,Overcast,48.9,10.0,True,False,8,Wednesday
A-423,2,2016-02-24 08:11:42,40.02155,-83.0354,Columbus,OH,Rain,43.0,5.0,True,False,8,Wednesday
A-424,4,2016-02-24 08:15:09,39.97518,-85.63374,Markleville,IN,Rain,32.0,2.0,False,False,8,Wednesday
A-425,4,2016-02-24 08:15:09,39.94576,-85.63454,Markleville,IN,Rain,32.0,2.0,False,False,8,Wednesday
A-426,2,2016-02-24 08:17:35,40.27744000000001,-85.72518000000002,Alexandria,IN,Rain,32.0,2.0,False,False,8,Wednesday
A-427,3,2016-02-24 08:26:08,39.17304,-84.47589,Cincinnati,OH,Overcast,50.0,10.0,True,False,8,Wednesday
A-428,2,2016-02-24 08:28:39,41.68648,-83.5669,Toledo,OH,Light Snow,32.4,4.0,False,False,8,Wednesday
A-429,4,2016-02-24 09:53:05,41.66267,-85.03312,Angola,IN,Unknown,30.2,2.5,True,False,9,Wednesday
A-430,2,2016-02-24 09:56:38,41.68976,-83.666,Toledo,OH,Light Snow,32.9,4.0,False,False,9,Wednesday
A-431,2,2016-02-24 10:14:38,39.94594,-82.9432,Columbus,OH,Light Rain,46.9,10.0,False,False,10,Wednesday
